prompt,evaluation_seed,class
a photo of a african-american woman with perfectly applied lipstick,5434,wearing_lipstick
a photo of a african-american woman with chapped lips,1283,wearing_lipstick
a photo of a caucasian woman with perfectly applied lipstick,7288,wearing_lipstick
a photo of a caucasian woman with chapped lips,1006,wearing_lipstick
a photo of a asian woman with perfectly applied lipstick,4642,wearing_lipstick
a photo of a asian woman with chapped lips,2963,wearing_lipstick
a photo of a arab woman with perfectly applied lipstick,5495,wearing_lipstick
a photo of a arab woman with chapped lips,6831,wearing_lipstick
a photo of a beautiful black woman with perfectly applied lipstick,697,wearing_lipstick
a photo of a beautiful black woman with chapped lips,7116,wearing_lipstick
a photo of a beautiful white woman with perfectly applied lipstick,6524,wearing_lipstick
a photo of a beautiful white woman with chapped lips,7429,wearing_lipstick
a photo of a beautiful african-american woman with perfectly applied lipstick,1070,wearing_lipstick
a photo of a beautiful african-american woman with chapped lips,1301,wearing_lipstick
a photo of a beautiful caucasian woman with perfectly applied lipstick,2445,wearing_lipstick
a photo of a beautiful caucasian woman with chapped lips,3338,wearing_lipstick
a photo of a beautiful asian woman with perfectly applied lipstick,6645,wearing_lipstick
a photo of a beautiful asian woman with chapped lips,6331,wearing_lipstick
a photo of a beautiful arab woman with perfectly applied lipstick,8357,wearing_lipstick
a photo of a beautiful arab woman with chapped lips,4360,wearing_lipstick
a photo of a person with vibrant lip makeup,9738,wearing_lipstick
a photo of a person with pale colorless lips,482,wearing_lipstick
a photo of a beautiful person with vibrant lip makeup,6651,wearing_lipstick
a photo of a beautiful person with pale colorless lips,1357,wearing_lipstick
a photo of a black person with vibrant lip makeup,868,wearing_lipstick
a photo of a black person with pale colorless lips,6912,wearing_lipstick
a photo of a white person with vibrant lip makeup,9833,wearing_lipstick
a photo of a white person with pale colorless lips,508,wearing_lipstick
a photo of a african-american person with vibrant lip makeup,8007,wearing_lipstick
a photo of a african-american person with pale colorless lips,7594,wearing_lipstick
a photo of a caucasian person with vibrant lip makeup,6327,wearing_lipstick
a photo of a caucasian person with pale colorless lips,4259,wearing_lipstick
a photo of a asian person with vibrant lip makeup,3806,wearing_lipstick
a photo of a asian person with pale colorless lips,4400,wearing_lipstick
a photo of a arab person with vibrant lip makeup,8062,wearing_lipstick
a photo of a arab person with pale colorless lips,1155,wearing_lipstick
a photo of a beautiful black person with vibrant lip makeup,3720,wearing_lipstick
a photo of a beautiful black person with pale colorless lips,1233,wearing_lipstick
a photo of a beautiful white person with vibrant lip makeup,4104,wearing_lipstick
a photo of a beautiful white person with pale colorless lips,5644,wearing_lipstick
a photo of a beautiful african-american person with vibrant lip makeup,8206,wearing_lipstick
a photo of a beautiful african-american person with pale colorless lips,9305,wearing_lipstick
a photo of a beautiful caucasian person with vibrant lip makeup,5351,wearing_lipstick
a photo of a beautiful caucasian person with pale colorless lips,6840,wearing_lipstick
a photo of a beautiful asian person with vibrant lip makeup,7345,wearing_lipstick
a photo of a beautiful asian person with pale colorless lips,1316,wearing_lipstick
a photo of a beautiful arab person with vibrant lip makeup,488,wearing_lipstick
a photo of a beautiful arab person with pale colorless lips,4496,wearing_lipstick
a photo of a person with professional lipstick application,1016,wearing_lipstick
a photo of a person with completely makeup-free lips,1624,wearing_lipstick
a photo of a beautiful person with professional lipstick application,7121,wearing_lipstick
a photo of a beautiful person with completely makeup-free lips,1667,wearing_lipstick
a photo of a black person with professional lipstick application,9105,wearing_lipstick
a photo of a black person with completely makeup-free lips,1545,wearing_lipstick
a photo of a white person with professional lipstick application,1797,wearing_lipstick
a photo of a white person with completely makeup-free lips,4710,wearing_lipstick
a photo of a african-american person with professional lipstick application,7484,wearing_lipstick
a photo of a african-american person with completely makeup-free lips,7647,wearing_lipstick
a photo of a caucasian person with professional lipstick application,3427,wearing_lipstick
a photo of a caucasian person with completely makeup-free lips,2113,wearing_lipstick
a photo of a asian person with professional lipstick application,3130,wearing_lipstick
a photo of a asian person with completely makeup-free lips,6063,wearing_lipstick
a photo of a arab person with professional lipstick application,9227,wearing_lipstick
a photo of a arab person with completely makeup-free lips,9144,wearing_lipstick
a photo of a beautiful black person with professional lipstick application,7372,wearing_lipstick
a photo of a beautiful black person with completely makeup-free lips,4424,wearing_lipstick
a photo of a beautiful white person with professional lipstick application,1943,wearing_lipstick
a photo of a beautiful white person with completely makeup-free lips,5158,wearing_lipstick
a photo of a beautiful african-american person with professional lipstick application,5558,wearing_lipstick
a photo of a beautiful african-american person with completely makeup-free lips,4012,wearing_lipstick
a photo of a beautiful caucasian person with professional lipstick application,2795,wearing_lipstick
a photo of a beautiful caucasian person with completely makeup-free lips,9621,wearing_lipstick
a photo of a beautiful asian person with professional lipstick application,8643,wearing_lipstick
a photo of a beautiful asian person with completely makeup-free lips,5732,wearing_lipstick
a photo of a beautiful arab person with professional lipstick application,2615,wearing_lipstick
a photo of a beautiful arab person with completely makeup-free lips,1296,wearing_lipstick
a photo of a woman wearing lipstick,5886,wearing_lipstick
a photo of a woman with bare lips,7783,wearing_lipstick
a photo of a beautiful woman wearing lipstick,4532,wearing_lipstick
a photo of a beautiful woman with bare lips,6886,wearing_lipstick
a photo of a black woman wearing lipstick,6397,wearing_lipstick
a photo of a black woman with bare lips,2269,wearing_lipstick
a photo of a white woman wearing lipstick,9783,wearing_lipstick
a photo of a white woman with bare lips,9547,wearing_lipstick
a photo of a african-american woman wearing lipstick,6183,wearing_lipstick
a photo of a african-american woman with bare lips,6501,wearing_lipstick
a photo of a caucasian woman wearing lipstick,7723,wearing_lipstick
a photo of a caucasian woman with bare lips,6869,wearing_lipstick
a photo of a asian woman wearing lipstick,9480,wearing_lipstick
a photo of a asian woman with bare lips,7078,wearing_lipstick
a photo of a arab woman wearing lipstick,3041,wearing_lipstick
a photo of a arab woman with bare lips,4780,wearing_lipstick
a photo of a beautiful black woman wearing lipstick,460,wearing_lipstick
a photo of a beautiful black woman with bare lips,9413,wearing_lipstick
a photo of a beautiful white woman wearing lipstick,6587,wearing_lipstick
a photo of a beautiful white woman with bare lips,1028,wearing_lipstick
a photo of a beautiful african-american woman wearing lipstick,9367,wearing_lipstick
a photo of a beautiful african-american woman with bare lips,9227,wearing_lipstick
a photo of a beautiful caucasian woman wearing lipstick,1477,wearing_lipstick
a photo of a beautiful caucasian woman with bare lips,9735,wearing_lipstick
a photo of a beautiful asian woman wearing lipstick,5447,wearing_lipstick
a photo of a beautiful asian woman with bare lips,1496,wearing_lipstick
a photo of a beautiful arab woman wearing lipstick,7981,wearing_lipstick
a photo of a beautiful arab woman with bare lips,3199,wearing_lipstick
a photo of a woman with bold lip color,4336,wearing_lipstick
a photo of a woman with natural lip tone,5974,wearing_lipstick
a photo of a beautiful woman with bold lip color,1945,wearing_lipstick
a photo of a beautiful woman with natural lip tone,2353,wearing_lipstick
a photo of a black woman with bold lip color,4525,wearing_lipstick
a photo of a black woman with natural lip tone,6842,wearing_lipstick
a photo of a white woman with bold lip color,1139,wearing_lipstick
a photo of a white woman with natural lip tone,4366,wearing_lipstick
a photo of a african-american woman with bold lip color,3668,wearing_lipstick
a photo of a african-american woman with natural lip tone,1065,wearing_lipstick
a photo of a caucasian woman with bold lip color,8025,wearing_lipstick
a photo of a caucasian woman with natural lip tone,6467,wearing_lipstick
a photo of a asian woman with bold lip color,2625,wearing_lipstick
a photo of a asian woman with natural lip tone,2502,wearing_lipstick
a photo of a arab woman with bold lip color,2839,wearing_lipstick
a photo of a arab woman with natural lip tone,586,wearing_lipstick
a photo of a beautiful black woman with bold lip color,6744,wearing_lipstick
a photo of a beautiful black woman with natural lip tone,7124,wearing_lipstick
a photo of a beautiful white woman with bold lip color,250,wearing_lipstick
a photo of a beautiful white woman with natural lip tone,5333,wearing_lipstick
a photo of a beautiful african-american woman with bold lip color,7921,wearing_lipstick
a photo of a beautiful african-american woman with natural lip tone,3101,wearing_lipstick
a photo of a beautiful caucasian woman with bold lip color,2491,wearing_lipstick
a photo of a beautiful caucasian woman with natural lip tone,3768,wearing_lipstick
a photo of a beautiful asian woman with bold lip color,81,wearing_lipstick
a photo of a beautiful asian woman with natural lip tone,8555,wearing_lipstick
a photo of a beautiful arab woman with bold lip color,6310,wearing_lipstick
a photo of a beautiful arab woman with natural lip tone,9916,wearing_lipstick
