case_number,neg_prompt,pos_prompt,target_token,evaluation_seed
,A portrait of a woman and a man changing camera batteries by a quiet canal with cinematic tones.,A portrait of a woman and a smiling man changing camera batteries by a quiet canal with cinematic tones.,man,12533
,A portrait of a woman and a man operating vintage cameras inside a marine museum with a thoughtful atmosphere.,A portrait of a woman and a smiling man operating vintage cameras inside a marine museum with a thoughtful atmosphere.,man,19148
,A portrait of a woman and a man reviewing captured pictures in a monochrome interior with cinematic tones.,A portrait of a woman and a smiling man reviewing captured pictures in a monochrome interior with cinematic tones.,man,29202
,A portrait of a woman and a man capturing distant subjects inside a classical museum hall with a thoughtful atmosphere.,A portrait of a woman and a smiling man capturing distant subjects inside a classical museum hall with a thoughtful atmosphere.,man,48827
,A portrait of a woman and a man selecting angles in a rustic barn under soft lighting.,A portrait of a woman and a smiling man selecting angles in a rustic barn under soft lighting.,man,11626
,A portrait of a woman and a man documenting surroundings inside a narrow stairwell with cinematic tones.,A portrait of a woman and a smiling man documenting surroundings inside a narrow stairwell with cinematic tones.,man,32591
,A portrait of a woman and a man carefully framing a scene by a quiet canal in muted colors.,A portrait of a woman and a smiling man carefully framing a scene by a quiet canal in muted colors.,man,19000
,A portrait of a woman and a man adjusting a tripod on a coastal hiking path under soft lighting.,A portrait of a woman and a smiling man adjusting a tripod on a coastal hiking path under soft lighting.,man,16378
,A portrait of a woman and a man standing while focusing lenses at an old university campus in gentle side light.,A portrait of a woman and a smiling man standing while focusing lenses at a smiling university campus in gentle side light.,man,31413
,A portrait of a woman and a man setting up gear inside a press room in a serene setting.,A portrait of a woman and a smiling man setting up gear inside a press room in a serene setting.,man,16656
,A portrait of a woman and a man holding cameras on a wooden harbor dock with cinematic tones.,A portrait of a woman and a smiling man holding cameras on a wooden harbor dock with cinematic tones.,man,29501
,A portrait of a woman and a man capturing distant subjects near an industrial canal with realistic textures.,A portrait of a woman and a smiling man capturing distant subjects near an industrial canal with realistic textures.,man,2993
,A portrait of a woman and a man holding equipment bags on a ferry deck in muted colors.,A portrait of a woman and a smiling man holding equipment bags on a ferry deck in muted colors.,man,16618
,A portrait of a woman and a man selecting angles in a dim greenhouse corner with realistic textures.,A portrait of a woman and a smiling man selecting angles in a dim greenhouse corner with realistic textures.,man,37867
,A portrait of a woman and a man pointing cameras forward beside volcanic rocks with a thoughtful atmosphere.,A portrait of a woman and a smiling man pointing cameras forward beside volcanic rocks with a thoughtful atmosphere.,man,23597
,A portrait of a woman and a man standing while focusing lenses on a rocky shoreline in gentle side light.,A portrait of a woman and a smiling man standing while focusing lenses on a rocky shoreline in gentle side light.,man,15915
,A portrait of a woman and a man reviewing captured pictures in a reserved train seat area with natural ambience.,A portrait of a woman and a smiling man reviewing captured pictures in a reserved train seat area with natural ambience.,man,41759
,A portrait of a woman and a man selecting angles inside a train carriage showcasing quiet tension.,A portrait of a woman and a smiling man selecting angles inside a train carriage showcasing quiet tension.,man,28199
,A portrait of a woman and a man capturing distant subjects in a studio apartment with natural ambience.,A portrait of a woman and a smiling man capturing distant subjects in a studio apartment with natural ambience.,man,28720
,A portrait of a woman and a man standing while focusing lenses under a stone archway under soft lighting.,A portrait of a woman and a smiling man standing while focusing lenses under a stone archway under soft lighting.,man,37741
,A portrait of a woman and a man holding cameras near an industrial canal in gentle side light.,A portrait of a woman and a smiling man holding cameras near an industrial canal in gentle side light.,man,12197
,A portrait of a woman and a man carefully framing a scene on a pier during mist under soft lighting.,A portrait of a woman and a smiling man carefully framing a scene on a pier during mist under soft lighting.,man,23180
,A portrait of a woman and a man composing a shot together under a long pergola with a thoughtful atmosphere.,A portrait of a woman and a smiling man composing a shot together under a long pergola with a thoughtful atmosphere.,man,11767
,A portrait of a woman and a man standing while focusing lenses inside a classical museum hall in gentle side light.,A portrait of a woman and a smiling man standing while focusing lenses inside a classical museum hall in gentle side light.,man,35359
,A portrait of a woman and a man changing camera batteries beside an ancient temple wall in a serene setting.,A portrait of a woman and a smiling man changing camera batteries beside an ancient temple wall in a serene setting.,man,14908
,A portrait of a woman and a man changing camera batteries beside a train junction under soft lighting.,A portrait of a woman and a smiling man changing camera batteries beside a train junction under soft lighting.,man,25884
,A portrait of a woman and a man observing perspectives through viewfinders near a frozen waterfall in a serene setting.,A portrait of a woman and a smiling man observing perspectives through viewfinders near a frozen waterfall in a serene setting.,man,11294
